AMO Normalized to period: 1856-2023 - inclusive
          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
1979  -0.0516  -0.0150  -0.1022  -0.1171  -0.0173   0.0432  -0.0200  -0.0409  -0.0379   0.0088   0.0513   0.0635
1980   0.1424   0.0620  -0.0092   0.1229   0.2327   0.1972   0.1280   0.1001   0.0671   0.0388  -0.0577  -0.1225
1981  -0.0296  -0.0330   0.1378   0.0359   0.0277   0.0342  -0.0090  -0.0299   0.0471  -0.0792   0.0103   0.1275
1982   0.0744   0.0720   0.0598  -0.0491  -0.0773  -0.0858  -0.1400  -0.2209  -0.2219  -0.2612  -0.2677  -0.2435
1983  -0.1406   0.0500   0.2238   0.1959   0.0687   0.0472   0.0760  -0.0679  -0.1269  -0.0822  -0.0057   0.1365
1984   0.0544   0.0680   0.0208  -0.0181  -0.0453  -0.2198  -0.1710  -0.1319  -0.1169  -0.2282  -0.2687  -0.1755
1985  -0.1916  -0.1700  -0.2082  -0.2591  -0.2143  -0.0208  -0.0560  -0.1859  -0.1529  -0.1262  -0.1377  -0.1915
1986  -0.1776  -0.1140  -0.1422  -0.1801  -0.1033  -0.1518  -0.1490  -0.1739  -0.1229  -0.1972  -0.2367  -0.2235
1987  -0.1096  -0.0530   0.1208   0.1769   0.1957   0.3152   0.3820   0.3811   0.2931   0.1708   0.0933   0.1935
1988   0.1294   0.0500   0.1448   0.1999   0.2667   0.2782   0.2120   0.0931   0.0041  -0.0472   0.0153  -0.0145
1989  -0.0506   0.0100  -0.0972  -0.1401  -0.0163   0.2052   0.2810   0.2161   0.0071   0.0028   0.0153  -0.0005
1990  -0.1256   0.0070  -0.0202   0.0349   0.0737   0.0612   0.0850   0.1581   0.2511   0.2418   0.1143   0.1185
1991  -0.0196   0.0540   0.0918   0.0219  -0.0183  -0.0098   0.0020  -0.0009   0.0691  -0.1322  -0.0917  -0.0575
1992  -0.0126   0.0790   0.0698  -0.0281  -0.0853  -0.0298  -0.1080  -0.2709  -0.2619  -0.1672  -0.1627  -0.1255
1993  -0.0606  -0.0110  -0.0792  -0.0151  -0.0243  -0.0578  -0.1640  -0.1169  -0.0539  -0.1082  -0.1447  -0.1325
1994  -0.1146  -0.1310  -0.1122  -0.0391  -0.0653  -0.0958  -0.1160  -0.1209  -0.0399   0.0778   0.1573   0.0725
1995   0.1214   0.1400   0.1858   0.2389   0.4147   0.4922   0.4320   0.3001   0.1691   0.2408   0.3053   0.2075
1996   0.1764   0.1500   0.1138   0.1749   0.0807   0.0072   0.0160   0.1111   0.1161  -0.0022   0.0073   0.0135
1997   0.0984   0.1490   0.1798   0.1759   0.1887   0.1412   0.1830   0.1371   0.2291   0.2948   0.2353   0.3025
1998   0.3224   0.4790   0.4988   0.4619   0.5357   0.6252   0.6130   0.6371   0.5351   0.5298   0.5043   0.4535
1999   0.2454   0.2480   0.2488   0.2259   0.3167   0.3192   0.3270   0.4341   0.3101   0.1678   0.1413   0.1915
2000   0.1144   0.1550   0.2858   0.2189   0.2627   0.1232   0.2040   0.2331   0.2301   0.1128   0.1393   0.0525
2001   0.0734   0.1690   0.1998   0.1669   0.1507   0.3422   0.2690   0.3111   0.4171   0.4068   0.3513   0.3955
2002   0.3844   0.3640   0.3328   0.2089   0.1147   0.0302   0.0710   0.2421   0.2141   0.2698   0.2173   0.1895
2003   0.2564   0.1890   0.3038   0.2639   0.3167   0.3552   0.4160   0.5541   0.5891   0.5878   0.4243   0.4125
2004   0.4194   0.4140   0.3518   0.2959   0.1737   0.3302   0.3700   0.4581   0.3801   0.4068   0.4243   0.3775
2005   0.3224   0.3330   0.4808   0.4829   0.4647   0.4822   0.5920   0.5841   0.5611   0.4048   0.3463   0.4095
2006   0.3384   0.2850   0.2598   0.3909   0.4827   0.4912   0.5230   0.5481   0.5091   0.5038   0.4983   0.3675
2007   0.3884   0.4300   0.3298   0.3549   0.2887   0.2492   0.2800   0.2051   0.2461   0.3308   0.3883   0.3105
2008   0.2504   0.3440   0.3638   0.2419   0.3517   0.4202   0.3600   0.3281   0.3501   0.2778   0.2163   0.2205
2009   0.1644   0.0550   0.0478   0.0709   0.1217   0.2882   0.3850   0.3081   0.2111   0.3428   0.2873   0.2875
2010   0.2654   0.3990   0.4978   0.6299   0.6447   0.6172   0.6100   0.6841   0.6061   0.5048   0.4563   0.4155
2011   0.3724   0.3320   0.2688   0.2989   0.3397   0.3502   0.2540   0.3081   0.3041   0.2468   0.1523   0.1655
2012   0.1664   0.2310   0.2418   0.2899   0.3547   0.4752   0.5400   0.5951   0.6101   0.5158   0.3913   0.3545
2013   0.3624   0.3450   0.3768   0.3489   0.2947   0.2242   0.3580   0.3611   0.4201   0.5368   0.3573   0.2525
2014   0.1744   0.1900   0.1408   0.1219   0.1947   0.2432   0.3920   0.5041   0.4781   0.4838   0.2963   0.2775
2015   0.2314   0.2310   0.0958   0.1469   0.2437   0.2122   0.3050   0.3501   0.4701   0.5198   0.4203   0.4505
2016   0.4734   0.3930   0.4158   0.3979   0.5457   0.5952   0.6080   0.6311   0.6311   0.5778   0.6273   0.5585
2017   0.4704   0.4670   0.3978   0.5069   0.5187   0.4972   0.4810   0.4871   0.5261   0.6338   0.5913   0.5905
2018   0.4204   0.3060   0.3648   0.2899   0.2067   0.1802   0.1990   0.2931   0.3411   0.3468   0.1223   0.1695
2019   0.2354   0.3270   0.3568   0.3529   0.2977   0.3682   0.5370   0.5211   0.4271   0.3648   0.3553   0.3975
2020   0.3494   0.6050   0.6068   0.6019   0.4797   0.4692   0.5510   0.6341   0.5041   0.5208   0.3843   0.4205
2021   0.4054   0.4140   0.3768   0.3129   0.3107   0.3622   0.4230   0.4571   0.6121   0.7098   0.7193   0.5135
2022   0.4584   0.4110   0.2758   0.3719   0.4387   0.4252   0.3520   0.5731   0.8751   0.7208   0.5593   0.4825
2023   0.4774
